Date	Time0	Sensor0	Time1	Sensor1	Time2	Sensor2	Time3	Sensor3	Time4	Sensor4	Time5	Sensor5	Time6	Sensor6	Time7	Sensor7	Time8	Sensor8	Time9	Sensor9	Time10	Sensor10	Time11	Sensor11	
01/30/2012	19:08:02	2416.180150	19:08:02	2387.923904	19:08:03	2363.580374	19:08:03	2131.199236	19:08:04	2103.030303	19:08:05	1899.309857	19:08:05	1979.450809	19:08:06	2097.457227	19:08:07	2154.105304	19:08:08	1989.508257	19:08:08	1989.235541	19:08:09	2081.147156	
01/30/2012	19:10:01	2416.180150	19:10:02	2387.923904	19:10:03	2363.580374	19:10:04	2131.199236	19:10:04	2102.736483	19:10:05	1898.796886	19:10:06	1978.909091	19:10:06	2097.164461	19:10:07	2153.801732	19:10:08	1989.235541	19:10:08	1988.962875	19:10:09	2080.857465	
01/30/2012	19:12:01	2415.824038	19:12:02	2387.573659	19:12:03	2363.235143	19:12:03	2130.900057	19:12:04	2102.736483	19:12:05	1898.284097	19:12:06	1978.367570	19:12:06	2096.579097	19:12:07	2153.194765	19:12:08	1988.417693	19:12:08	1988.417693	19:12:09	2079.988721	
01/30/2012	19:14:02	2415.468001	19:14:02	2387.223486	19:14:03	2362.889984	19:14:04	2130.600936	19:14:04	2102.442719	19:14:05	1897.771489	19:14:06	1977.826245	19:14:06	2095.993953	19:14:07	2152.588032	19:14:08	1987.872709	19:14:08	1987.600292	19:14:09	2079.409830	
01/30/2012	19:16:02	2415.468001	19:16:02	2387.223486	19:16:03	2362.889984	19:16:03	2130.600936	19:16:04	2102.442719	19:16:05	1897.515253	19:16:06	1977.555657	19:16:06	2095.701464	19:16:07	2151.981531	19:16:08	1987.600292	19:16:08	1987.327924	19:16:09	2079.120466	
01/30/2012	19:18:01	2415.112038	19:18:02	2386.873385	19:18:03	2362.544895	19:18:03	2130.301872	19:18:04	2102.149011	19:18:05	1897.259063	19:18:05	1977.014627	19:18:06	2095.116652	19:18:07	2151.678369	19:18:07	1987.055606	19:18:08	1987.055606	19:18:09	2078.541902	
01/30/2012	19:20:02	2415.112038	19:20:02	2386.873385	19:20:03	2362.544895	19:20:03	2130.301872	19:20:04	2101.855358	19:20:05	1896.490763	19:20:05	1976.473794	19:20:06	2094.532062	19:20:07	2151.072218	19:20:07	1986.511119	19:20:08	1986.238950	19:20:09	2077.963554	
01/30/2012	19:22:02	2414.756148	19:22:02	2386.523357	19:22:03	2362.199877	19:22:03	2130.002866	19:22:04	2101.561761	19:22:05	1890.613973	19:22:05	1970.268310	19:22:06	2088.116106	19:22:07	2144.419921	19:22:07	1980.263756	19:22:08	1979.992725	19:22:09	2071.616048	
01/30/2012	19:24:02	2414.400333	19:24:02	2386.523357	19:24:03	2361.854930	19:24:04	2129.703916	19:24:04	2101.561761	19:24:05	1890.359001	19:24:06	1969.999094	19:24:06	2087.825104	19:24:07	2144.118211	19:24:08	1979.992725	19:24:08	1979.721742	19:24:09	2071.040300	
01/30/2012	19:26:02	2414.400333	19:26:02	2386.173401	19:26:03	2361.854930	19:26:03	2129.703916	19:26:04	2101.268219	19:26:05	1890.104075	19:26:05	1969.460807	19:26:06	2087.534156	19:26:07	2143.816560	19:26:08	1979.450809	19:26:08	1979.179925	19:26:09	2070.752507	
01/30/2012	19:28:02	2414.400333	19:28:02	2386.173401	19:28:03	2361.510053	19:28:03	2129.405023	19:28:04	2101.268219	19:28:05	1889.594356	19:28:05	1969.191736	19:28:06	2086.952426	19:28:07	2143.213429	19:28:07	1978.909091	19:28:08	1978.909091	19:28:09	2070.177082	
01/30/2012	19:30:01	2414.044593	19:30:02	2385.823517	19:30:03	2361.510053	19:30:03	2129.405023	19:30:04	2101.268219	19:30:05	1889.339564	19:30:05	1968.922715	19:30:06	2086.661643	19:30:07	2142.911951	19:30:07	1978.638306	19:30:08	1978.367570	19:30:09	2069.889451	
01/30/2012	19:32:02	2414.044593	19:32:02	2385.823517	19:32:03	2361.510053	19:32:03	2129.405023	19:32:04	2100.974733	19:32:05	1888.830115	19:32:06	1968.384817	19:32:06	2086.370915	19:32:07	2142.610530	19:32:07	1978.367570	19:32:08	1978.096883	19:32:09	2069.601874	
